PC1,PC2,group,sample,ontology_name
-4.21336119988713,-1.70522693663844,4GENDDAY,4GENDDAY4,amino acid transport
3.94952588258847,-1.88145816540564,4GEXDARK,4GEXDARK2,amino acid transport
4.3238211704927,-2.0639306045388,4GEXDARK,4GEXDARK3,amino acid transport
-4.91951804157935,-0.773258646480178,COLENDDAY,COLENDDAY3,amino acid transport
-3.64461859344698,-0.0168655413201943,COLENDDAY,COLENDDAY5,amino acid transport
3.86692442998541,-2.89223789386207,COLEXDARK,COLEXDARK2,amino acid transport
3.95470310462628,-3.28200459990549,COLEXDARK,COLEXDARK3,amino acid transport
3.32659948059213,-2.33522622277764,COLEXDARK,COLEXDARK4,amino acid transport
-3.2948501166359,2.45660669413998,14BENDDAY,14BENDDAY2,anion homeostasis
-4.03120666543333,1.04266413718707,14BENDDAY,14BENDDAY4,anion homeostasis
1.83148790642709,4.0349778273277,14BEXDARK,14BEXDARK2,anion homeostasis
1.92661520146465,3.01750418580624,14BEXDARK,14BEXDARK3,anion homeostasis
1.9398989095945,3.2504676918996,14BEXDARK,14BEXDARK4,anion homeostasis
-2.19981551892037,-0.358811453551417,4GENDDAY,4GENDDAY2,anion homeostasis
-2.25556571005369,-0.498919510887638,4GENDDAY,4GENDDAY3,anion homeostasis
-2.8004043354521,-2.3961692451422,4GENDDAY,4GENDDAY4,anion homeostasis
3.30608535752142,-0.56126382804145,4GEXDARK,4GEXDARK2,anion homeostasis
3.47939633742824,-0.0223160953360972,4GEXDARK,4GEXDARK3,anion homeostasis
-3.7719638578448,-1.71219730734625,COLENDDAY,COLENDDAY3,anion homeostasis
-2.22522532252996,-0.287528366703838,COLENDDAY,COLENDDAY5,anion homeostasis
2.98378641588729,-2.51970424265823,COLEXDARK,COLEXDARK2,anion homeostasis
3.03234067544468,-2.2670336657872,COLEXDARK,COLEXDARK3,anion homeostasis
2.07942072310228,-3.17827682090627,COLEXDARK,COLEXDARK4,anion homeostasis
-3.13278031635582,0.276013676635908,14BENDDAY,14BENDDAY2,response to ozone
-4.48028841780458,0.55286331938099,14BENDDAY,14BENDDAY4,response to ozone
3.73603050362835,1.41924201748749,14BEXDARK,14BEXDARK2,response to ozone
2.20003985878232,2.49731969042178,14BEXDARK,14BEXDARK3,response to ozone
1.25139478656198,2.42146503733031,14BEXDARK,14BEXDARK4,response to ozone
-1.41012743330771,-1.06192932025512,4GENDDAY,4GENDDAY2,response to ozone
-2.16181330395614,-1.86605660933436,4GENDDAY,4GENDDAY3,response to ozone
-2.6031618788822,-0.136138896314782,4GENDDAY,4GENDDAY4,response to ozone
3.2074874916066,-0.00254991635982259,4GEXDARK,4GEXDARK2,response to ozone
2.91106495513879,-0.174409812386262,4GEXDARK,4GEXDARK3,response to ozone
-4.26757360621165,0.267010964810308,COLENDDAY,COLENDDAY3,response to ozone
-3.3684567358935,0.605664119789183,COLENDDAY,COLENDDAY5,response to ozone
2.65796291649549,-0.366963350954756,COLEXDARK,COLEXDARK2,response to ozone
3.09345971684238,-1.66738798473869,COLEXDARK,COLEXDARK3,response to ozone
2.3667614633557,-2.76414293551217,COLEXDARK,COLEXDARK4,response to ozone
-6.03699878111758,-4.12114186120423,14BENDDAY,14BENDDAY2,cellular response to endogenous stimulus
-7.96383726665493,-4.22499855740077,14BENDDAY,14BENDDAY4,cellular response to endogenous stimulus
5.90306270128065,-3.27735501394556,14BEXDARK,14BEXDARK2,cellular response to endogenous stimulus
4.72090362393513,-5.01963286100796,14BEXDARK,14BEXDARK3,cellular response to endogenous stimulus
5.39806293178259,-3.00045573582614,14BEXDARK,14BEXDARK4,cellular response to endogenous stimulus
-5.0683734045431,2.19919211758351,4GENDDAY,4GENDDAY2,cellular response to endogenous stimulus
-5.25333108082442,2.19689469603501,4GENDDAY,4GENDDAY3,cellular response to endogenous stimulus
-5.4302511303662,2.84840641844833,4GENDDAY,4GENDDAY4,cellular response to endogenous stimulus
5.57667637374603,0.809775757653051,4GEXDARK,4GEXDARK2,cellular response to endogenous stimulus
5.38603621782716,1.52656216598842,4GEXDARK,4GEXDARK3,cellular response to endogenous stimulus
-6.6646091955184,0.664251404778534,COLENDDAY,COLENDDAY3,cellular response to endogenous stimulus
-3.99778842536748,1.20719567395246,COLENDDAY,COLENDDAY5,cellular response to endogenous stimulus
5.24945810830411,1.93513288052324,COLEXDARK,COLEXDARK2,cellular response to endogenous stimulus
4.2754703714626,2.14020103012336,COLEXDARK,COLEXDARK3,cellular response to endogenous stimulus
3.90551895605385,4.11597188429875,COLEXDARK,COLEXDARK4,cellular response to endogenous stimulus
